siren;nom;nature;fiscalite;ptot;pmun;pcap;nb_com;insee;nom_com;ptot_com;pmun_com;pcap_com
200000321;CC des deux Rives de la Seine;CC;TPU;62931;62260;671;6;78138;Chanteloup-les-Vignes;9649;9544;105
200000321;CC des deux Rives de la Seine;CC;TPU;62931;62260;671;6;78140;Chapet;1141;1124;17
200000321;CC des deux Rives de la Seine;CC;TPU;62931;62260;671;6;78624;Triel-sur-Seine;11189;11097;92
200000321;CC des deux Rives de la Seine;CC;TPU;62931;62260;671;6;78642;Verneuil-sur-Seine;14786;14538;248
200000339;CC des Coteaux de seine;CC;4TX;37511;37070;441;3;78092;Bougival;8533;8432;101
200000339;CC des Coteaux de seine;CC;4TX;37511;37070;441;3;78126;La Celle-Saint-Cloud;21761;21527;234
200000339;CC des Coteaux de seine;CC;4TX;37511;37070;441;3;78350;Louveciennes;7217;7111;106
200000354;CC de la Louge et du Touch;CC;TPU;4310;4234;76;14;31119;Castelnau-Picampeau;169;165;4
200000354;CC de la Louge et du Touch;CC;TPU;4310;4234;76;14;31122;Casties-Labrande;98;97;1
200000354;CC de la Louge et du Touch;CC;TPU;4310;4234;76;14;31193;Le Fousseret;1475;1434;41
200000354;CC de la Louge et du Touch;CC;TPU;4310;4234;76;14;31204;Fustignac;54;54;0
200000354;CC de la Louge et du Touch;CC;TPU;4310;4234;76;14;31229;Gratens;609;605;4
200000354;CC de la Louge et du Touch;CC;TPU;4310;4234;76;14;31309;Lussan-Adeilhac;193;191;2
200000354;CC de la Louge et du Touch;CC;TPU;4310;4234;76;14;31317;Marignac-Lasclares;302;295;7
200000354;CC de la Louge et du Touch;CC;TPU;4310;4234;76;14;31370;Montégut-Bourjac;108;108;0
200000354;CC de la Louge et du Touch;CC;TPU;4310;4234;76;14;31387;Montoussin;92;90;2
200000354;CC de la Louge et du Touch;CC;TPU;4310;4234;76;14;31428;Polastron;64;64;0
200000354;CC de la Louge et du Touch;CC;TPU;4310;4234;76;14;31436;Pouy-de-Touges;228;226;2
200000354;CC de la Louge et du Touch;CC;TPU;4310;4234;76;14;31469;Saint-Araille;126;125;1
200000354;CC de la Louge et du Touch;CC;TPU;4310;4234;76;14;31476;Saint-Elix-le-Château;691;679;12
200000354;CC de la Louge et du Touch;CC;TPU;4310;4234;76;14;31543;Sénarens;101;101;0
200000388;CC du Sud Morvan;CC;4TX;3313;3254;59;7;58161;Maux;149;148;1
200000388;CC du Sud Morvan;CC;4TX;3313;3254;59;7;58173;Montaron;198;196;2
200000388;CC du Sud Morvan;CC;4TX;3313;3254;59;7;58182;Moulins-Engilbert;1606;1571;35
200000388;CC du Sud Morvan;CC;4TX;3313;3254;59;7;58219;Préporché;233;229;4
200000388;CC du Sud Morvan;CC;4TX;3313;3254;59;7;58277;Sermages;235;229;6
200000388;CC du Sud Morvan;CC;4TX;3313;3254;59;7;58301;Vandenesse;347;344;3
200000388;CC du Sud Morvan;CC;4TX;3313;3254;59;7;58309;Villapourçon;545;537;8
200000420;CC Les Deux Rives de la Moselle;CC;4TX;7265;7021;244;7;88011;Arches;1814;1679;135
200000420;CC Les Deux Rives de la Moselle;CC;4TX;7265;7021;244;7;88012;Archettes;1045;1026;19
200000420;CC Les Deux Rives de la Moselle;CC;4TX;7265;7021;244;7;88028;La Baffe;590;562;28
200000420;CC Les Deux Rives de la Moselle;CC;4TX;7265;7021;244;7;88134;Dinozé;476;464;12
200000420;CC Les Deux Rives de la Moselle;CC;4TX;7265;7021;244;7;88250;Jarménil;428;423;5
200000420;CC Les Deux Rives de la Moselle;CC;4TX;7265;7021;244;7;88358;Pouxeux;1880;1857;23
200000420;CC Les Deux Rives de la Moselle;CC;4TX;7265;7021;244;7;88371;Raon-aux-Bois;1032;1010;22
200000438;CC du Pays de Pontchâteau - Saint-Gildas des bois;CC;TPU;26534;25758;776;9;44050;Crossac;2193;2136;57
200000438;CC du Pays de Pontchâteau - Saint-Gildas des bois;CC;TPU;26534;25758;776;9;44053;Drefféac;1821;1776;45
200000438;CC du Pays de Pontchâteau - Saint-Gildas des bois;CC;TPU;26534;25758;776;9;44068;Guenrouet;2449;2408;41
200000438;CC du Pays de Pontchâteau - Saint-Gildas des bois;CC;TPU;26534;25758;776;9;44098;Missillac;3936;3813;123
200000438;CC du Pays de Pontchâteau - Saint-Gildas des bois;CC;TPU;26534;25758;776;9;44129;Pontchâteau;7980;7773;207
200000438;CC du Pays de Pontchâteau - Saint-Gildas des bois;CC;TPU;26534;25758;776;9;44152;Sainte-Anne-sur-Brivet;1968;1925;43
200000438;CC du Pays de Pontchâteau - Saint-Gildas des bois;CC;TPU;26534;25758;776;9;44161;Saint-Gildas-des-Bois;3252;3059;193
200000438;CC du Pays de Pontchâteau - Saint-Gildas des bois;CC;TPU;26534;25758;776;9;44189;Sainte-Reine-de-Bretagne;1722;1681;41
200000438;CC du Pays de Pontchâteau - Saint-Gildas des bois;CC;TPU;26534;25758;776;9;44196;Sévérac;1213;1187;26
200000446;CC du Brannais (C.C.B);CC;TPU;3708;3645;63;8;33071;Branne;1179;1146;33
200000446;CC du Brannais (C.C.B);CC;TPU;3708;3645;63;8;33078;Cabara;338;337;1
200000446;CC du Brannais (C.C.B);CC;TPU;3708;3645;63;8;33194;Grézillac;706;704;2
200000446;CC du Brannais (C.C.B);CC;TPU;3708;3645;63;8;33196;Guillac;162;157;5
200000446;CC du Brannais (C.C.B);CC;TPU;3708;3645;63;8;33209;Jugazan;226;219;7
200000446;CC du Brannais (C.C.B);CC;TPU;3708;3645;63;8;33257;Lugaignac;305;300;5
200000446;CC du Brannais (C.C.B);CC;TPU;3708;3645;63;8;33301;Naujan-et-Postiac;505;500;5
200000446;CC du Brannais (C.C.B);CC;TPU;3708;3645;63;8;33375;Saint-Aubin-de-Branne;287;282;5
200000487;CC du Plateau de Lommoye;CC;TPU;5728;5672;56;10;78082;Boissy-Mauvoisin;530;526;4
200000487;CC du Plateau de Lommoye;CC;TPU;5728;5672;56;10;78107;Bréval;1664;1646;18
200000487;CC du Plateau de Lommoye;CC;TPU;5728;5672;56;10;78147;Chaufour-lès-Bonnières;419;413;6
200000487;CC du Plateau de Lommoye;CC;TPU;5728;5672;56;10;78188;Cravent;329;325;4
200000487;CC du Plateau de Lommoye;CC;TPU;5728;5672;56;10;78344;Lommoye;530;525;5
200000487;CC du Plateau de Lommoye;CC;TPU;5728;5672;56;10;78385;Ménerville;191;191;0
200000487;CC du Plateau de Lommoye;CC;TPU;5728;5672;56;10;78444;Neauphlette;813;806;7
200000487;CC du Plateau de Lommoye;CC;TPU;5728;5672;56;10;78558;Saint-Illiers-la-Ville;272;269;3
200000487;CC du Plateau de Lommoye;CC;TPU;5728;5672;56;10;78559;Saint-Illiers-le-Bois;437;437;0
200000487;CC du Plateau de Lommoye;CC;TPU;5728;5672;56;10;78668;La Villeneuve-en-Chevrie;543;534;9
200000537;CC de la Presqu'île de Rhuys;CC;TPU;13189;12958;231;5;56005;Arzon;2196;2155;41
200000537;CC de la Presqu'île de Rhuys;CC;TPU;13189;12958;231;5;56205;Saint-Armel;861;844;17
200000537;CC de la Presqu'île de Rhuys;CC;TPU;13189;12958;231;5;56214;Saint-Gildas-de-Rhuys;1757;1727;30
200000537;CC de la Presqu'île de Rhuys;CC;TPU;13189;12958;231;5;56240;Sarzeau;7276;7148;128
200000537;CC de la Presqu'île de Rhuys;CC;TPU;13189;12958;231;5;56252;Le Tour-du-Parc;1099;1084;15
200000545;CC des Portes de Romilly Sur Seine;CC;4TX;19283;18779;504;6;10114;Crancey;856;840;16
200000545;CC des Portes de Romilly Sur Seine;CC;4TX;19283;18779;504;6;10164;Gélannes;716;706;10
200000545;CC des Portes de Romilly Sur Seine;CC;4TX;19283;18779;504;6;10220;Maizières-la-Grande-Paroisse;1550;1490;60
200000545;CC des Portes de Romilly Sur Seine;CC;4TX;19283;18779;504;6;10280;Pars-lès-Romilly;813;796;17
200000545;CC des Portes de Romilly Sur Seine;CC;4TX;19283;18779;504;6;10323;Romilly-sur-Seine;15004;14614;390
200000545;CC des Portes de Romilly Sur Seine;CC;4TX;19283;18779;504;6;10341;Saint-Hilaire-sous-Romilly;344;333;11
200000594;CC Entre Loire et Allier;CC;4TX;2073;2057;16;8;7071;Coucouron;719;713;6
200000594;CC Entre Loire et Allier;CC;4TX;2073;2057;16;8;7105;Issanlas;129;129;0
200000594;CC Entre Loire et Allier;CC;4TX;2073;2057;16;8;7106;Issarlès;166;166;0
200000594;CC Entre Loire et Allier;CC;4TX;2073;2057;16;8;7119;Le Lac-d'Issarlès;254;253;1
200000594;CC Entre Loire et Allier;CC;4TX;2073;2057;16;8;7121;Lachapelle-Graillouse;238;237;1
200000594;CC Entre Loire et Allier;CC;4TX;2073;2057;16;8;7130;Lanarce;202;199;3
200000594;CC Entre Loire et Allier;CC;4TX;2073;2057;16;8;7137;Lavillatte;87;87;0
200000594;CC Entre Loire et Allier;CC;4TX;2073;2057;16;8;7142;Lespéron;278;273;5
200000610;CC La Minervois;CC;4TX;5736;5639;97;15;34004;Agel;167;167;0
200000610;CC La Minervois;CC;4TX;5736;5639;97;15;34006;Aigne;236;234;2
200000610;CC La Minervois;CC;4TX;5736;5639;97;15;34007;Aigues-Vives;358;354;4
200000610;CC La Minervois;CC;4TX;5736;5639;97;15;34020;Azillanet;378;370;8
200000610;CC La Minervois;CC;4TX;5736;5639;97;15;34026;Beaufort;157;155;2
200000610;CC La Minervois;CC;4TX;5736;5639;97;15;34054;Cassagnoles;79;79;0
200000610;CC La Minervois;CC;4TX;5736;5639;97;15;34059;La Caunette;307;306;1
200000610;CC La Minervois;CC;4TX;5736;5639;97;15;34075;Cesseras;409;400;9
200000610;CC La Minervois;CC;4TX;5736;5639;97;15;34097;Félines-Minervois;396;389;7
200000610;CC La Minervois;CC;4TX;5736;5639;97;15;34098;Ferrals-les-Montagnes;145;140;5
200000610;CC La Minervois;CC;4TX;5736;5639;97;15;34141;La Livinière;598;588;10
200000610;CC La Minervois;CC;4TX;5736;5639;97;15;34158;Minerve;113;111;2
200000610;CC La Minervois;CC;4TX;5736;5639;97;15;34189;Olonzac;1590;1568;22
200000610;CC La Minervois;CC;4TX;5736;5639;97;15;34190;Oupia;223;210;13
200000610;CC La Minervois;CC;4TX;5736;5639;97;15;34302;Siran;580;568;12
200000628;CC Rhône-Lez-Provence;CC;TPU;23672;23385;287;5;84019;Bollène;14288;14130;158
200000628;CC Rhône-Lez-Provence;CC;TPU;23672;23385;287;5;84063;Lamotte-du-Rhône;422;416;6
200000628;CC Rhône-Lez-Provence;CC;TPU;23672;23385;287;5;84064;Lapalud;3315;3267;48
200000628;CC Rhône-Lez-Provence;CC;TPU;23672;23385;287;5;84078;Mondragon;3399;3363;36
200000628;CC Rhône-Lez-Provence;CC;TPU;23672;23385;287;5;84083;Mornas;2248;2209;39
200000636;CC Cévenne et Montagne Ardéchoises;CC;4TX;836;825;11;6;7038;Borne;42;41;1
200000636;CC Cévenne et Montagne Ardéchoises;CC;4TX;836;825;11;6;7047;Cellier-du-Luc;100;99;1
200000636;CC Cévenne et Montagne Ardéchoises;CC;4TX;836;825;11;6;7135;Laval-d'Aurelle;50;48;2
200000636;CC Cévenne et Montagne Ardéchoises;CC;4TX;836;825;11;6;7136;Laveyrune;126;126;0
200000636;CC Cévenne et Montagne Ardéchoises;CC;4TX;836;825;11;6;7175;Le Plagnal;53;53;0
200000636;CC Cévenne et Montagne Ardéchoises;CC;4TX;836;825;11;6;7232;Saint-Etienne-de-Lugdarès;465;458;7
200000644;CC Les Grands Sites des Gorges de l'Ardèche;CC;4TX;1248;1230;18;4;7113;Labastide-de-Virac;221;218;3
200000644;CC Les Grands Sites des Gorges de l'Ardèche;CC;4TX;1248;1230;18;4;7168;Orgnac-l'Aven;347;341;6
200000644;CC Les Grands Sites des Gorges de l'Ardèche;CC;4TX;1248;1230;18;4;7328;Vagnas;499;491;8
200000644;CC Les Grands Sites des Gorges de l'Ardèche;CC;4TX;1248;1230;18;4;30134;Issirac;181;180;1
200000719;CC Hers et Garonne;CC;TPU;13151;13047;104;3;31091;Bruguières;4678;4637;41
200000719;CC Hers et Garonne;CC;TPU;13151;13047;104;3;31230;Gratentour;3763;3735;28
200000719;CC Hers et Garonne;CC;TPU;13151;13047;104;3;31490;Saint-Jory;4710;4675;35
200000735;CC de la Viadène;CC;TPU;2329;2242;87;6;12048;Campouriez;401;393;8
200000735;CC de la Viadène;CC;TPU;2329;2242;87;6;12103;Florentin-la-Capelle;393;373;20
200000735;CC de la Viadène;CC;TPU;2329;2242;87;6;12116;Huparlac;244;237;7
200000735;CC de la Viadène;CC;TPU;2329;2242;87;6;12151;Montézic;247;240;7
200000735;CC de la Viadène;CC;TPU;2329;2242;87;6;12209;Saint-Amans-des-Cots;801;771;30
200000735;CC de la Viadène;CC;TPU;2329;2242;87;6;12250;Saint-Symphorien-de-Thénières;243;228;15
200000743;CC du Nebbiu;CC;4TX;3006;2985;21;10;2B172;Murato;560;555;5
200000743;CC du Nebbiu;CC;4TX;3006;2985;21;10;2B185;Oletta;1090;1081;9
200000743;CC du Nebbiu;CC;4TX;3006;2985;21;10;2B188;Olmeta-di-Tuda;350;348;2
200000743;CC du Nebbiu;CC;4TX;3006;2985;21;10;2B230;Piève;86;85;1
200000743;CC du Nebbiu;CC;4TX;3006;2985;21;10;2B239;Poggio-d'Oletta;142;140;2
200000743;CC du Nebbiu;CC;4TX;3006;2985;21;10;2B257;Rapale;133;131;2
200000743;CC du Nebbiu;CC;4TX;3006;2985;21;10;2B287;Sorio;148;148;0
200000743;CC du Nebbiu;CC;4TX;3006;2985;21;10;2B301;San-Gavino-di-Tenda;56;56;0
200000743;CC du Nebbiu;CC;4TX;3006;2985;21;10;2B314;Santo-Pietro-di-Tenda;332;332;0
200000743;CC du Nebbiu;CC;4TX;3006;2985;21;10;2B333;Vallecalle;109;109;0
200000776;CA Argenteuil - Bezons;CA;TPU;121896;120223;1673;2;95018;Argenteuil;95416;93960;1456
200000776;CA Argenteuil - Bezons;CA;TPU;121896;120223;1673;2;95063;Bezons;26480;26263;217
200000800;CC Cur-de-Sologne;CC;TPU;10105;9721;384;6;41036;Chaon;387;375;12
200000800;CC Cur-de-Sologne;CC;TPU;10105;9721;384;6;41046;Chaumont-sur-Tharonne;1085;1072;13
200000800;CC Cur-de-Sologne;CC;TPU;10105;9721;384;6;41106;Lamotte-Beuvron;4334;4251;83
200000800;CC Cur-de-Sologne;CC;TPU;10105;9721;384;6;41161;Nouan-le-Fuzelier;2418;2316;102
200000800;CC Cur-de-Sologne;CC;TPU;10105;9721;384;6;41251;Souvigny-en-Sologne;419;410;9
200000800;CC Cur-de-Sologne;CC;TPU;10105;9721;384;6;41296;Vouzon;1462;1297;165
200000842;CC du Pays de Montmélian;CC;TPU;13554;13320;234;15;73017;Apremont;899;890;9
200000842;CC du Pays de Montmélian;CC;TPU;13554;13320;234;15;73018;Arbin;731;713;18
200000842;CC du Pays de Montmélian;CC;TPU;13554;13320;234;15;73082;La Chavanne;556;552;4
200000842;CC du Pays de Montmélian;CC;TPU;13554;13320;234;15;73084;Chignin;768;758;10
200000842;CC du Pays de Montmélian;CC;TPU;13554;13320;234;15;73118;Francin;697;686;11
200000842;CC du Pays de Montmélian;CC;TPU;13554;13320;234;15;73141;Laissaud;530;525;5
200000842;CC du Pays de Montmélian;CC;TPU;13554;13320;234;15;73151;Les Marches;2162;2135;27
200000842;CC du Pays de Montmélian;CC;TPU;13554;13320;234;15;73159;Les Mollettes;555;551;4
200000842;CC du Pays de Montmélian;CC;TPU;13554;13320;234;15;73171;Montmélian;4026;3926;100
200000842;CC du Pays de Montmélian;CC;TPU;13554;13320;234;15;73183;Myans;945;925;20
200000842;CC du Pays de Montmélian;CC;TPU;13554;13320;234;15;73200;Planaise;363;356;7
200000842;CC du Pays de Montmélian;CC;TPU;13554;13320;234;15;73240;Sainte-Hélène-du-Lac;608;599;9
200000842;CC du Pays de Montmélian;CC;TPU;13554;13320;234;15;73276;Saint-Pierre-de-Soucy;326;323;3
200000842;CC du Pays de Montmélian;CC;TPU;13554;13320;234;15;73314;Villard-d'Héry;188;186;2
200000842;CC du Pays de Montmélian;CC;TPU;13554;13320;234;15;73324;Villaroux;200;195;5
200000867;CC Larzac-Dourbie;CC;4TX;2150;1896;254;3;12063;La Cavalerie;1031;801;230
200000867;CC Larzac-Dourbie;CC;4TX;2150;1896;254;3;12115;L'Hospitalet-du-Larzac;257;249;8
200000867;CC Larzac-Dourbie;CC;4TX;2150;1896;254;3;12168;Nant;862;846;16
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21005;Aiserey;1154;1138;16
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21057;Beire-le-Fort;252;251;1
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21067;Bessey-lès-Cîteaux;662;656;6
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21103;Brazey-en-Plaine;2499;2457;42
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21126;Cessey-sur-Tille;520;514;6
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21130;Chambeire;235;233;2
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21183;Collonges-lès-Premières;840;833;7
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21242;Echigey;221;214;7
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21261;Fauverney;678;645;33
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21292;Genlis;5334;5257;77
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21319;Izeure;810;805;5
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21320;Izier;645;641;4
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21330;Labergement-Foigney;420;415;5
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21351;Longchamp;1255;1136;119
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21352;Longeault;689;681;8
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21353;Longecourt-en-Plaine;1199;1189;10
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21388;Marliens;395;391;4
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21486;Pluvault;514;509;5
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21487;Pluvet;431;430;1
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21507;Premières;125;125;0
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21532;Rouvres-en-Plaine;1063;1048;15
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21621;Tart-l'Abbaye;224;222;2
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21622;Tart-le-Bas;199;195;4
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21623;Tart-le-Haut;1381;1379;2
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21632;Thorey-en-Plaine;995;988;7
200000925;CC de la Plaine Dijonnaise;CC;4TX;23559;23165;394;26;21656;Varanges;819;813;6
200000933;CC Sauldre et Sologne;CC;4TX;15286;14945;341;13;18011;Argent-sur-Sauldre;2552;2502;50
200000933;CC Sauldre et Sologne;CC;4TX;15286;14945;341;13;18015;Aubigny-sur-Nère;6055;5907;148
200000933;CC Sauldre et Sologne;CC;4TX;15286;14945;341;13;18030;Blancafort;1036;995;41
200000933;CC Sauldre et Sologne;CC;4TX;15286;14945;341;13;18037;Brinon-sur-Sauldre;1107;1089;18
200000933;CC Sauldre et Sologne;CC;4TX;15286;14945;341;13;18047;La Chapelle-d'Angillon;678;667;11
200000933;CC Sauldre et Sologne;CC;4TX;15286;14945;341;13;18067;Clémont;653;642;11
200000933;CC Sauldre et Sologne;CC;4TX;15286;14945;341;13;18088;Ennordres;256;249;7
200000933;CC Sauldre et Sologne;CC;4TX;15286;14945;341;13;18115;Ivoy-le-Pré;869;857;12
200000933;CC Sauldre et Sologne;CC;4TX;15286;14945;341;13;18147;Ménétréol-sur-Sauldre;272;271;1
200000933;CC Sauldre et Sologne;CC;4TX;15286;14945;341;13;18149;Méry-ès-Bois;630;616;14
200000933;CC Sauldre et Sologne;CC;4TX;15286;14945;341;13;18170;Oizon;775;752;23
200000933;CC Sauldre et Sologne;CC;4TX;15286;14945;341;13;18185;Presly;231;228;3
200000933;CC Sauldre et Sologne;CC;4TX;15286;14945;341;13;18227;Sainte-Montaine;172;170;2
200000966;CC des Boutières;CC;TPU;2794;2736;58;7;7012;Arcens;464;452;12
200000966;CC des Boutières;CC;TPU;2794;2736;58;7;7054;Chanéac;273;268;5
200000966;CC des Boutières;CC;TPU;2794;2736;58;7;7103;Intres;126;122;4
200000966;CC des Boutières;CC;TPU;2794;2736;58;7;7123;Lachapelle-sous-Chanéac;182;174;8
200000966;CC des Boutières;CC;TPU;2794;2736;58;7;7248;Saint-Jean-Roure;207;206;1
200000966;CC des Boutières;CC;TPU;2794;2736;58;7;7252;Saint-Julien-Boutières;217;215;2
200000966;CC des Boutières;CC;TPU;2794;2736;58;7;7269;Saint-Martin-de-Valamas;1325;1299;26
200000974;CC des Sources de la Loire;CC;4TX;1549;1519;30;8;7026;Le Béage;342;337;5
200000974;CC des Sources de la Loire;CC;4TX;1549;1519;30;8;7075;Cros-de-Géorand;205;205;0
200000974;CC des Sources de la Loire;CC;4TX;1549;1519;30;8;7154;Mazan-l'Abbaye;163;163;0
200000974;CC des Sources de la Loire;CC;4TX;1549;1519;30;8;7200;Le Roux;43;43;0
200000974;CC des Sources de la Loire;CC;4TX;1549;1519;30;8;7203;Sagnes-et-Goudoulet;134;131;3
200000974;CC des Sources de la Loire;CC;4TX;1549;1519;30;8;7224;Saint-Cirgues-en-Montagne;302;285;17
200000974;CC des Sources de la Loire;CC;4TX;1549;1519;30;8;7235;Sainte-Eulalie;257;253;4
200000974;CC des Sources de la Loire;CC;4TX;1549;1519;30;8;7326;Usclades-et-Rieutord;103;102;1
200000982;CC Sources de l'Ardèche;CC;4TX;3594;3538;56;8;7025;Barnas;207;204;3
200000982;CC Sources de l'Ardèche;CC;4TX;3594;3538;56;8;7065;Chirols;264;257;7
200000982;CC Sources de l'Ardèche;CC;4TX;3594;3538;56;8;7087;Fabras;371;364;7
200000982;CC Sources de l'Ardèche;CC;4TX;3594;3538;56;8;7107;Jaujac;1082;1065;17
200000982;CC Sources de l'Ardèche;CC;4TX;3594;3538;56;8;7156;Meyras;783;775;8
200000982;CC Sources de l'Ardèche;CC;4TX;3594;3538;56;8;7178;Pont-de-Labeaume;489;485;4
200000982;CC Sources de l'Ardèche;CC;4TX;3594;3538;56;8;7223;Saint-Cirgues-de-Prades;101;98;3
200000982;CC Sources de l'Ardèche;CC;4TX;3594;3538;56;8;7315;La Souche;297;290;7
200000990;CC du Sud Pays Basque;CC;TPU;60219;58810;1409;12;64009;Ahetze;1604;1577;27
200000990;CC du Sud Pays Basque;CC;TPU;60219;58810;1409;12;64014;Ainhoa;611;599;12
200000990;CC du Sud Pays Basque;CC;TPU;60219;58810;1409;12;64035;Arbonne;1905;1864;41
200000990;CC du Sud Pays Basque;CC;TPU;60219;58810;1409;12;64065;Ascain;3978;3891;87
200000990;CC du Sud Pays Basque;CC;TPU;60219;58810;1409;12;64130;Biriatou;850;831;19
200000990;CC du Sud Pays Basque;CC;TPU;60219;58810;1409;12;64189;Ciboure;6447;6282;165
200000990;CC du Sud Pays Basque;CC;TPU;60219;58810;1409;12;64249;Guéthary;1296;1284;12
200000990;CC du Sud Pays Basque;CC;TPU;60219;58810;1409;12;64260;Hendaye;13898;13528;370
200000990;CC du Sud Pays Basque;CC;TPU;60219;58810;1409;12;64483;Saint-Jean-de-Luz;13632;13203;429
200000990;CC du Sud Pays Basque;CC;TPU;60219;58810;1409;12;64495;Saint-Pée-sur-Nivelle;5072;4973;99
200000990;CC du Sud Pays Basque;CC;TPU;60219;58810;1409;12;64504;Sare;2204;2184;20
200000990;CC du Sud Pays Basque;CC;TPU;60219;58810;1409;12;64545;Urrugne;8722;8594;128
200001006;CC du Pays d'Eguzon-Val de Creuse;CC;TPU;4414;4347;67;8;36012;Baraize;303;301;2
200001006;CC du Pays d'Eguzon-Val de Creuse;CC;TPU;4414;4347;67;8;36014;Bazaiges;235;230;5
200001006;CC du Pays d'Eguzon-Val de Creuse;CC;TPU;4414;4347;67;8;36032;Ceaulmont;666;651;15
200001006;CC du Pays d'Eguzon-Val de Creuse;CC;TPU;4414;4347;67;8;36062;Cuzion;516;504;12
200001006;CC du Pays d'Eguzon-Val de Creuse;CC;TPU;4414;4347;67;8;36070;Eguzon-Chantôme;1393;1373;20
200001006;CC du Pays d'Eguzon-Val de Creuse;CC;TPU;4414;4347;67;8;36081;Gargilesse-Dampierre;331;324;7
200001006;CC du Pays d'Eguzon-Val de Creuse;CC;TPU;4414;4347;67;8;36158;Badecon-le-Pin;702;696;6
